t,Compound_2_Obs,Compound_3_Obs
0,1.47971853210537,0.00428393275689957
4.5,NaN,0.00367047305182475
9,NaN,0.00333562266697863
15,53.0722393126321,0.000847175436708321
20,NaN,0.000383968655472241
25,NaN,0.000139088839803263
30,33.2208229501143,3.53737984311255e-05
40,NaN,9.84005559306861e-06
45,40.6861364240311,NaN
50,NaN,9.52507976257695e-06
60,48.5823883656844,1.0498681247416e-05
70,NaN,1.05995295064859e-05
75,54.7461916628576,NaN
95,73.0538198231408,NaN
100,63.6341882778907,NaN
150,33.8830616648829,NaN
200,31.3893107318655,NaN
250,49.6066124248231,NaN
300,73.9754192271155,NaN
350,54.2073188233039,NaN
400,42.9021130358369,NaN
