t,input_il6,Compound_2_Obs,Compound_3_Obs
0,2.5,2.01007395505741,0.00588485187734443
0,2.5,8.19233761661935,0.00485111744715382
0,2.5,5.5474319242606,0.00478539614050936
0,2.5,4.90409558923266,0.00713031747130989
0,2.5,2.6603284635239,0.0081698419830113
0,10,2.00470321447732,0.00786456061375812
0,10,3.71033665797407,0.00493828473072321
0,10,2.59700041073025,0.00560101079200709
0,10,3.59057958830111,0.00841683050261344
0,10,3.62574503089453,0.00619152740701067
0,60,4.25242739188719,0.00566894388761767
0,60,2.70647246142426,0.00566995519591134
0,60,3.60936754217542,0.00417641813989711
0,60,2.42629701679728,0.00443409868656137
0,60,2.94579295299787,0.00827070927029441
0,120,2.88935956997445,0.00585747880154003
0,120,3.47409232635254,0.00726462281462703
0,120,4.00432104461866,0.00516830771574801
0,120,3.18138302353888,0.00808470022948781
0,120,1.5406444583438,0.00781733478359479
