t,Compound_2_Obs,Compound_3_Obs
0,3.47366567851702,0.00897332760952006
4,NaN,0.0302945016619057
7.5,NaN,0.23548755804764
10,55.4082678069138,0.22737788938106
15,NaN,0.666334483742875
20,49.9664020005336,0.578975420161391
25,NaN,0.336663270600409
30,22.6187811426598,0.250420920523754
40,NaN,0.0859516167791024
45,8.33484887528264,0.0278323083779743
55,NaN,0.00454762113102883
60,3.97473528349473,NaN
65,NaN,0.000898195409817599
75,7.54624283553759,NaN
95,9.76328526248584,NaN
100,8.56055582007668,NaN
