t,input_il6,Compound_1_Obs
180,0.1,78.7837051293491
180,0.1,58.4210296841664
180,0.5,68.223906436712
180,0.5,44.4238448102714
180,1,64.6433857618309
180,1,31.9034476248785
180,2.5,53.8816083581555
180,2.5,37.0376301340953
180,5,34.7037229086391
180,5,31.3104735758382
180,10,75.7106937427834
180,10,53.8569961271793
180,25,58.1686249301935
180,25,32.4841529209479
180,50,67.925844575291
180,50,51.6830537237317
180,100,41.0093634347901
180,100,52.5163963468405
180,500,39.9685798860145
180,500,61.2343111912227
