t,input_il6,JAK1_gp130_Obs,pJAK1_gp130_Obs,pJAK1_pgp130_Obs,nSOCS3RNA5_Obs
310,0.1,0.471116109283023,0.00157703225565533,0.00237184295789109,-0.00297540406257063
310,0.1,0.42327401025544,-0.000332867287248161,0.000622994654012,-0.00489853198033516
310,0.5,0.4898224141498,0.0014634165405085,0.00175557390357212,-0.00933671664540658
310,0.5,0.503133546808035,0.00240309167267476,0.00354310766670042,0.00450509199510659
310,1,0.530068844888893,0.000243929210736272,0.00226685296058893,0.0127496672997377
310,1,0.482907547719319,0.00127062572964653,0.00398169707202792,0.0183871350109093
310,2.5,0.356229407307638,0.00543576202914801,0.00540041207305596,0.0397549112681258
310,2.5,0.473376893856262,0.0063143512349894,0.00637133911326806,0.0284766213096557
310,5,0.0557677082465472,0.0142600212155991,0.0199504740607515,0.214276774132755
310,5,0.188046771189446,0.0136672562499341,0.0201907260485784,0.212869627166436
310,10,0.440991509790322,0.00276407397811956,0.00263577626334138,-0.000993163335346813
310,10,0.45189346477483,0.00223190315694577,0.00180733854430444,-0.000696440165606207
310,25,0.198321363670779,0.00932079233187057,0.0123418977939633,0.0834011576518569
310,25,0.295066097882548,0.00657677053981499,0.0141703771592137,0.0915538954401181
310,50,0.417703701324821,0.00322189140979114,0.00167103112878236,0.0263949048732546
310,50,0.403495677308006,0.00419117947450707,0.00399658383757919,0.0247927582083009
310,100,0.127566589531595,0.0114380057757987,0.0156458988419152,0.155215926544528
310,100,0.0974893914460033,0.0106760243397561,0.0184862748587183,0.153343304300015
310,500,0.098340201657276,0.0277769530699058,0.0300158304939057,0.0962018943226152
310,500,0.022237294852673,0.0251117732858622,0.0271394945467255,0.0688935405292522
