t,input_il6,nSTAT3_Obs,nSOCS3RNA1_Obs,SOCS3RNA_Obs
10,5,36.5680563299073,1.00752719255552,7.49607295292376e-05
10,5,43.4841584638309,0.725042310071317,8.53479977220755e-05
10,5,40.0630375921431,1.53642221666989,8.0010708604101e-05
10,5,41.8356503769608,0.592674343618658,9.31852211513792e-05
10,20,42.7346590501536,4.32007220901499,0.000105199456074059
10,20,42.3643516532113,3.54118178143954,0.000128158398210503
10,20,49.641677951427,6.18897524359453,0.000103670381540449
10,20,42.4248911343032,4.82824553364039,0.000103017794326461
10,40,31.6981161865836,1.34358483031844,3.45557873243837e-05
10,40,37.3875807944242,-0.567128429504744,7.67494420131139e-05
10,40,31.0605561607924,-0.188181564094756,6.05256871453919e-05
10,40,31.7915327300125,0.455585179920531,8.75077469957134e-05
10,90,69.7662207325464,26.9225863426914,0.000257246597256032
10,90,66.8510421912876,25.4118943209135,0.000247636858037646
10,90,66.0926256964062,25.4570398866277,0.000243206408246724
10,90,75.7382230673925,25.7406108070172,0.000237219159232055
