t,input_il6,JAK1_gp130_Obs,pJAK1_gp130_Obs,pJAK1_pgp130_Obs,nSOCS3RNA5_Obs
96,0,0.508640312834812,0.000586358211559152,0.00538586248978946,0.0413106086301551
96,0,0.442465626293447,0.000455908779608257,0.00454439952548444,-0.00547315616071377
96,0,0.476852458257138,0.00123549399930696,0.00418734838359435,0.0272203806745957
96,0,0.521432410270589,0.000550467803609583,0.00320345458261447,-0.0106385575212765
96,0,0.457109791612125,0.000988572925013319,0.0058619581014554,0.0579825257702708
96,0,0.456112762714278,0.00145235735291758,0.00381859040591868,0.0395197012751323
96,0.0005,0.531621362374384,0.000485927253855298,0.00487526544175409,0.00759954799136545
96,0.0005,0.427655090839624,0.000794857573161699,0.00499441238984539,-0.00185325643450075
96,0.005,0.439831261905172,0.000600759452105749,0.00386092895417853,0.0166584832453685
96,0.005,0.445538265465807,0.000795555923156423,0.00483137446533813,0.0466389584983596
96,0.05,0.435880234459587,0.000821816268655912,0.00366553644953785,-0.0470678551256206
96,0.05,0.478198412498738,0.00105892344849352,0.00302528919042838,0.00500859970880429
96,0.05,0.456986237213752,0.000942034406629047,0.00656511608951563,0.0168185014949624
96,0.05,0.49468536634988,0.000960191061646258,0.00391521522977494,0.0311225452861599
96,0.05,0.42366848831682,0.000827776381133761,0.00410519811074791,0.0225966536738363
96,0.05,0.512893604104042,0.00105638321714755,0.00438256268705344,0.00440234316130704
96,0.05,0.466156235618388,0.000878153430542691,0.00552034831945568,0.0495104222279094
96,0.05,0.47353342196434,0.000634148811457653,0.00575457348841367,-0.0200564187435349
96,0.1,0.476170030030949,0.00111785889277755,0.00556619968850122,0.0438909324864284
96,0.1,0.498338558438743,0.00119772318411243,0.00316957721017933,0.0576144492472988
96,0.1,0.492982274235519,0.000757274753538885,0.00412127740514593,0.04764567380523
96,0.1,0.433442450840836,0.000845663485065259,0.00482093481195498,-0.0563322845445358
96,0.1,0.515318196865355,0.000526083342052936,0.00547082769535945,-0.0383135929432822
96,0.1,0.487042146527402,0.000638656991344473,0.00684911502986815,0.0230570934476745
96,0.1,0.511576219386356,0.000614978089203752,0.00529003441599966,0.0513930921710876
96,0.1,0.43923227461114,0.00111314603351943,0.00451220617691307,0.0276634745882901
96,0.5,0.387312223975689,0.00102117307759158,0.00641886696518655,0.0462148222308638
96,0.5,0.459591381128503,0.00152171180952589,0.00569989272438125,0.0260499705584513
96,1,0.369117419074615,0.00160842593791446,0.00907670370663564,0.0132532713659388
96,1,0.417142902366317,0.00116995843540709,0.00762785143871741,0.0735208466221197
96,1,0.354215184015136,0.00139309290298091,0.00841233680334624,0.00322492485573033
96,1,0.413840401568385,0.00148461249394837,0.00936604238024943,0.0793496017667052
96,1,0.4002092181993,0.00173682978759386,0.00861802499327706,0.0319359465846033
96,1,0.445750381021179,0.00129990439090708,0.00874280697639735,0.00263446592874571
96,1,0.451451770085021,0.00147130250347457,0.00821101359665029,0.0423328854489886
96,1,0.4044033570646,0.00136623763014505,0.00838881161992783,0.0107805521834989
96,2.5,0.0388211722604301,0.00108529238340019,0.00566254761388801,0.131169525842722
96,2.5,0.0793012619381773,0.00122338398918689,0.00575049910200019,0.0458491023564035
96,2.5,0.0416282886354847,0.00110658038147068,0.00576554934103965,0.1080677591531
96,2.5,0.0562761429756019,0.00127100005777549,0.00487751045791773,0.109288064259429
96,2.5,0.100784720115806,0.00122777325775293,0.00496043708958318,0.118234619114102
96,2.5,0.0938943165733401,0.00104866773611003,0.00492193469555564,0.123984154690273
96,2.5,0.0553355686461878,0.00153462635712199,0.00620501785568527,0.0969570559412804
96,2.5,0.0599732538298999,0.000874526719400909,0.00406879567164701,0.0855708125383173
