observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters	noiseDistribution
PI4K3B_Obs_1	D1_Weber_RS10_TC001	D1_Weber_RS10_TC001	1659847.73631999	0			normal
PI4K3B_Obs_1	D1_Weber_RS10_TC001	D1_Weber_RS10_TC001	1456908.45067814	0.15			normal
PI4K3B_Obs_1	D1_Weber_RS10_TC001	D1_Weber_RS10_TC001	1565507.90720154	0.35			normal
PI4K3B_Obs_1	D1_Weber_RS10_TC001	D1_Weber_RS10_TC001	1704921.06776153	0.55			normal
PI4K3B_Obs_1	D1_Weber_RS10_TC001	D1_Weber_RS10_TC001	1632048.55731739	0.75			normal
PI4K3B_Obs_1	D1_Weber_RS10_TC001	D1_Weber_RS10_TC001	1626269.78609099	1			normal
PI4K3B_Obs_1	D1_Weber_RS10_TC001	D1_Weber_RS10_TC001	1509553.73954379	1.5			normal
PI4K3B_Obs_2	D1_Weber_RS10_TC001	D2_Weber_RS10_TC002	2436324.90816834	0			normal
PI4K3B_Obs_2	D1_Weber_RS10_TC001	D2_Weber_RS10_TC002	48095302.2755313	2			normal
PI4K3B_Obs_2	D1_Weber_RS10_TC001	D2_Weber_RS10_TC002	43967791.0285227	4			normal
PI4K3B_Obs_2	D1_Weber_RS10_TC001	D2_Weber_RS10_TC002	49751610.2511268	6			normal
PI4K3B_Obs_2	D1_Weber_RS10_TC001	D2_Weber_RS10_TC002	44792369.2839387	8.5			normal
PI4K3B_Obs_2	D1_Weber_RS10_TC001	D2_Weber_RS10_TC002	43421302.4408961	10			normal
PI4K3B_Obs_2	D1_Weber_RS10_TC001	D2_Weber_RS10_TC002	49889216.2682579	15			normal
PI4K3B_Obs_2	D1_Weber_RS10_TC001	D2_Weber_RS10_TC002	50594208.4320735	20			normal
PI4K3B_Obs_2	D1_Weber_RS10_TC001	D2_Weber_RS10_TC002	33857679.0585218	25			normal
PI4K3B_Obs_3	D1_Weber_RS10_TC001	D3_Weber_RS10_TC003	1787265.73816779	0			normal
PI4K3B_Obs_3	D1_Weber_RS10_TC001	D3_Weber_RS10_TC003	1641981.32155987	4			normal
PI4K3B_Obs_3	D1_Weber_RS10_TC001	D3_Weber_RS10_TC003	1772763.15292744	8.5			normal
PI4K3B_Obs_3	D1_Weber_RS10_TC001	D3_Weber_RS10_TC003	1640075.55620413	15			normal
PI4K3B_Obs_3	D1_Weber_RS10_TC001	D3_Weber_RS10_TC003	1768660.93543663	20			normal
PI4K3B_Obs_3	D1_Weber_RS10_TC001	D3_Weber_RS10_TC003	1566128.49868166	25			normal
PI4K3B_Obs_3	D1_Weber_RS10_TC001	D3_Weber_RS10_TC003	1756360.90474119	30			normal
PI4K3B_Obs_3	D1_Weber_RS10_TC001	D3_Weber_RS10_TC003	1592844.81068248	35			normal
PI4K3B_Obs_3	D1_Weber_RS10_TC001	D3_Weber_RS10_TC003	1718095.08264639	45			normal
PI4K3B_Obs_3	D1_Weber_RS10_TC001	D3_Weber_RS10_TC003	1730571.80687512	55			normal
PI4K3B_Obs_3	D1_Weber_RS10_TC001	D3_Weber_RS10_TC003	1903188.28980654	65			normal
