t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,1.05297107748491,1.01536052032365,1.01710531825048
0.25,NaN,0.926951068046498,NaN
0.3,1.08313368924598,NaN,0.951397993607867
0.5,NaN,0.929623696103506,NaN
0.65,1.14009286233479,NaN,1.03385871583944
0.75,NaN,0.934047033900458,NaN
0.95,1.10040028605809,NaN,NaN
1,NaN,1.0441654049669,1.03205089426349
1.5,1.02126229368398,1.09821582957813,1.0132175762752
2,0.9691359850431,1.00806432323333,0.993006122597014
2.5,1.03096759815563,0.792181226325327,0.990940444763772
3,NaN,1.01065815766078,0.990046018967438
3.5,0.957938674830611,0.971490494314838,0.942955539062595
4,0.806385682153472,NaN,NaN
4.5,NaN,NaN,1.05775812076948
5,0.932908177223391,NaN,0.92265707820773
