t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,1.33030690841196,0.000460318611403591,0.00041224592529235
9,NaN,NaN,0.000590405605502146
15,NaN,0.000744997011600535,NaN
20,NaN,NaN,0.000448249627989945
25,0.867508022394348,NaN,NaN
30,NaN,0.000436467076485081,0.00047583842761708
40,NaN,NaN,0.00045768202977049
50,NaN,0.000480510634857941,NaN
55,1.03389780552343,NaN,0.000391059940994949
65,NaN,0.000381300655325104,NaN
80,1.30607313455094,NaN,NaN
90,NaN,0.000557333808690781,NaN
100,1.37274038892708,0.000404825278128569,NaN
150,0.812375430839803,0.000810005403143454,NaN
200,0.982816183818839,0.000477343396707703,NaN
250,1.53267159948096,NaN,NaN
300,1.0193031690599,NaN,NaN
350,1.53337130042665,NaN,NaN
450,0.803040666068222,NaN,NaN
550,0.895333921286234,NaN,NaN
