t,input_il6,STAT3_Obs,tpSTAT3_Obs,Compound_2_Obs,Compound_4_Obs
0,2.5,23.0136512483242,0.469319366028047,1.22850194386427,65.0392042925208
0,2.5,27.8518453898209,0.507652449027472,1.15859232802501,68.1703468214651
0,2.5,23.557919898928,0.463266268266317,1.29091083225069,66.8200502258015
0,2.5,24.748075816893,0.477443812200369,1.2540203498638,72.0393926981726
0,2.5,24.3545113603846,0.50742675678128,1.30247275672858,75.2063905692878
0,10,26.8208807791755,0.475736091446655,1.46015752489376,65.1545065745774
0,10,23.5795720302162,0.452587617898076,1.24458839349868,66.3478235411801
0,10,22.772506477292,0.455623531275818,1.28683245997952,71.1372323138931
0,10,24.0756029604649,0.484486124772106,1.15645922624601,68.0181279566303
0,10,27.7292522804435,0.496381127965757,1.35064022959972,69.2250232118465
0,60,26.1174075887993,0.492494893277661,1.4004524110745,66.9258855019664
0,60,25.1503486525889,0.467627117247371,1.20008640151265,63.1441296625093
0,60,25.9650928103242,0.471321005689897,1.32487865126952,59.9328066762031
0,60,25.5030314281474,0.506144861046289,1.42609817863838,59.1370779690284
0,60,23.5476502632776,0.501934779685575,1.29539810622466,71.259903711729
0,120,26.7925772546511,0.525872932603085,1.40497751231031,61.9945425567144
0,120,27.2334438429559,0.527001170842681,1.28374741319097,76.7105828470384
0,120,24.9730235667611,0.460835115811401,1.26895549738156,66.057681303379
0,120,27.4005433659722,0.462908688327885,1.46541898467003,72.7964964300954
0,120,23.6654516907556,0.509843854231897,1.39829555518682,65.9861475684074
