t,input_il6,tpSTAT3_Obs,Compound_2_Obs
18,0.1,0.952676235800385,1.59084859271806
18,0.1,-0.054902038192897,1.04805841320986
18,0.1,0.694742520985513,2.20342735518471
18,0.1,0.696750635955598,0.984406188869329
18,1,1.02416722431575,2.04655804232112
18,1,1.0698805571439,1.97624263998021
18,1,0.663016564676148,1.3998906324079
18,1,0.570624632210259,1.86676699912794
18,5,5.03154273414481,4.80902757864884
18,5,4.31982124542445,6.13238913188524
18,5,5.24005104679623,5.40145987124184
18,5,4.84916671732877,5.32703239317538
18,10,8.71054822424675,10.1024166127251
18,10,9.58917229748835,9.84726839076069
18,10,8.57145123581682,9.28319472745179
18,10,9.16341022684948,9.40043765462352
18,50,2.86231610415974,4.73141659520688
18,50,2.91229952665076,4.06998578321411
18,50,2.96424065831343,4.27104066335526
18,50,3.29372847191207,4.60806236224279
18,100,8.08907300057501,9.33417516970778
18,100,8.96850005136127,9.47551090874381
18,100,8.01100848036497,9.26264361795898
18,100,7.84985876823071,8.56805646649561
18,500,8.63808194790165,10.2744475479533
18,500,9.20777449613609,10.7111138763304
18,500,9.67685143472069,10.4661284331186
18,500,10.379842709017,10.646296204371
