t,input_il6,nSOCS3RNA5_Obs,Compound_1_Obs
1600,0.1,0.000300180956464779,50.2184576681492
1600,0.1,0.000539190445146096,63.6413876964298
1600,0.5,0.000744104042912979,67.9447967411758
1600,0.5,0.00127889870626145,71.2373405031241
1600,1,0.0012554250820851,65.1651909784097
1600,1,0.00130327711548972,67.2371612908765
1600,2.5,0.0022693844993258,82.2457687490609
1600,2.5,0.00322775576357094,76.2963472632874
1600,5,0.00362805753638817,84.0519128107054
1600,5,0.00419394773130133,78.9138841244283
1600,10,0.0048850792121789,104.170217203792
1600,10,0.00545880245759574,89.8828900025229
1600,25,0.00795892078700976,111.342913150948
1600,25,0.00963543199487627,117.394008290124
1600,50,0.0107188979781316,122.826515193458
1600,50,0.0112240183957086,128.681608020569
1600,100,0.0115027180766229,130.550689090307
1600,100,0.0115932991643013,125.435944652122
1600,500,0.0124653586953481,111.742239494303
1600,500,0.0128564249945328,136.890362051414
