t,input_il6,Compound_1_Obs
120,0,17.7346043623268
120,0,20.5040809744033
120,0.5,14.337993659361
120,0.5,15.2450773802139
120,1,17.1600514265731
120,1,18.4907908009612
120,2.5,18.1624856618416
120,2.5,19.7470103739516
120,5,16.4056674954328
120,5,22.6254847504206
120,10,22.0353277574055
120,10,24.3928524813623
120,25,18.663119428258
120,25,22.9426902661837
120,50,23.7217440005813
120,50,26.7133673489883
120,100,26.0854074109655
120,100,27.7543928516704
120,500,22.5919204739829
120,500,24.3831630532612
