t,input_il6,Compound_1_Obs
650,0.1,12.0753032653445
650,0.1,19.1324775099265
650,0.5,19.0583026849877
650,0.5,26.7604912994678
650,1,18.2770751723967
650,1,25.6867391892403
650,2.5,17.9177008114264
650,2.5,18.8918518555486
650,5,19.1847747726745
650,5,23.6275781527683
650,10,20.3860282008909
650,10,26.7634752047168
650,25,21.3429651256265
650,25,27.4188000021728
650,50,22.6835549564679
650,50,25.8924962902631
650,100,20.4536155307963
650,100,22.0230886935812
650,500,22.3696888273722
650,500,23.9516755245707
