timepoint,Glu_Obs,Ind_Obs
0,10.1449384664283,0.000351014620164962
50,-0.022142786988102,NaN
100,-0.186333994414825,NaN
150,-0.266902197552225,NaN
200,0.182519630407634,NaN
300,-0.0843297574271257,NaN
350,0.220684131201644,NaN
400,NaN,0.00638702784008594
500,-0.224489758965902,NaN
850,NaN,0.00685078487533708
1500,NaN,0.00432456568795946
2000,NaN,0.00377717726500533
2500,NaN,0.00377339614689196
3000,NaN,0.00321427058063529
3500,NaN,0.00262666416411114
4500,NaN,0.00254787133179812
5500,NaN,0.0016575191046389
7000,NaN,0.00180910892620027
