observableId	observableName	observableFormula	observableTransformation	noiseFormula	noiseDistribution
Compound_10_Obs_1	Compound_10_Obs	geneD + pS3 + ppS2 + ppS2_S4_S4 + ppS2_ppS2_ppS2	log10	sd1_Compound_10_Obs	normal
Compound_10_Obs_2	Compound_10_Obs	geneD + pS3 + ppS2 + ppS2_S4_S4 + ppS2_ppS2_ppS2	log10	sd2_Compound_10_Obs	normal
Compound_10_Obs_3	Compound_10_Obs	geneD + pS3 + ppS2 + ppS2_S4_S4 + ppS2_ppS2_ppS2	log10	sd3_Compound_10_Obs	normal
Compound_10_Obs_4	Compound_10_Obs	geneD + pS3 + ppS2 + ppS2_S4_S4 + ppS2_ppS2_ppS2	log10	sd4_Compound_10_Obs	normal
Compound_10_Obs_5	Compound_10_Obs	geneD + pS3 + ppS2 + ppS2_S4_S4 + ppS2_ppS2_ppS2	log10	sd5_Compound_10_Obs	normal
Compound_10_Obs_6	Compound_10_Obs	geneD + pS3 + ppS2 + ppS2_S4_S4 + ppS2_ppS2_ppS2	log10	sd6_Compound_10_Obs	normal
Compound_10_Obs_7	Compound_10_Obs	geneD + pS3 + ppS2 + ppS2_S4_S4 + ppS2_ppS2_ppS2	log10	sd7_Compound_10_Obs	normal
Compound_10_Obs_8	Compound_10_Obs	geneD + pS3 + ppS2 + ppS2_S4_S4 + ppS2_ppS2_ppS2	log10	sd8_Compound_10_Obs	normal
Compound_11_Obs_1	Compound_11_Obs	offset1_Compound_11_Obs + scale1_Compound_11_Obs*(geneC + geneE + geneG + geneL + ppS2)	log10	sd1_Compound_11_Obs	normal
Compound_11_Obs_2	Compound_11_Obs	offset2_Compound_11_Obs + scale2_Compound_11_Obs*(geneC + geneE + geneG + geneL + ppS2)	log10	sd2_Compound_11_Obs	normal
Compound_11_Obs_3	Compound_11_Obs	offset3_Compound_11_Obs + scale3_Compound_11_Obs*(geneC + geneE + geneG + geneL + ppS2)	log10	sd3_Compound_11_Obs	normal
Compound_1_Obs_1	Compound_1_Obs	S3 + S2_S4_S4 + TGFb + geneJ + ppS3_ppS3_ppS3	log10	sd1_Compound_1_Obs	normal
Compound_1_Obs_2	Compound_1_Obs	S3 + S2_S4_S4 + TGFb + geneJ + ppS3_ppS3_ppS3	log10	sd2_Compound_1_Obs	normal
Compound_1_Obs_3	Compound_1_Obs	S3 + S2_S4_S4 + TGFb + geneJ + ppS3_ppS3_ppS3	log10	sd3_Compound_1_Obs	normal
Compound_1_Obs_4	Compound_1_Obs	S3 + S2_S4_S4 + TGFb + geneJ + ppS3_ppS3_ppS3	log10	sd4_Compound_1_Obs	normal
Compound_1_Obs_5	Compound_1_Obs	S3 + S2_S4_S4 + TGFb + geneJ + ppS3_ppS3_ppS3	log10	sd5_Compound_1_Obs	normal
Compound_1_Obs_6	Compound_1_Obs	S3 + S2_S4_S4 + TGFb + geneJ + ppS3_ppS3_ppS3	log10	sd6_Compound_1_Obs	normal
Compound_1_Obs_7	Compound_1_Obs	S3 + S2_S4_S4 + TGFb + geneJ + ppS3_ppS3_ppS3	log10	sd7_Compound_1_Obs	normal
Compound_1_Obs_8	Compound_1_Obs	S3 + S2_S4_S4 + TGFb + geneJ + ppS3_ppS3_ppS3	log10	sd8_Compound_1_Obs	normal
Compound_2_Obs_1	Compound_2_Obs	S4 + TGFb + geneD + geneF + geneH	log10	sd1_Compound_2_Obs	normal
Compound_2_Obs_2	Compound_2_Obs	S4 + TGFb + geneD + geneF + geneH	log10	sd2_Compound_2_Obs	normal
Compound_2_Obs_3	Compound_2_Obs	S4 + TGFb + geneD + geneF + geneH	log10	sd3_Compound_2_Obs	normal
