t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,113.562837492827,1097.42773253943,1369.32569575806
4.5,NaN,NaN,634.618847465587
5,21.6546697714933,NaN,NaN
9.5,NaN,NaN,1015.68629258755
10,14.8214935517794,835.970369801243,NaN
15,15.6110237637249,NaN,556.683374249052
20,13.7771902210488,855.458354087091,502.756314881251
25,NaN,NaN,791.801025423611
30,10.3939219441564,1586.8583932529,341.831808038625
35,15.3393325385313,NaN,NaN
40,NaN,1197.91485543774,1207.43330630468
45,13.2780743371783,NaN,NaN
50,NaN,NaN,888.33818821282
55,32.4422761302554,1264.38215006914,NaN
60,NaN,NaN,804.404642386612
65,6.14607769514216,NaN,NaN
70,NaN,349.479259211467,881.775640029921
75,8.27301097426892,NaN,NaN
85,NaN,2372.58791415328,495.463949016893
90,16.6050470080191,NaN,NaN
100,5.72173939763362,399.267060298783,NaN
150,NaN,608.560766744032,NaN
200,NaN,943.19049563912,NaN
