timepoint,Glu_Obs,Ind_Obs
0,9.85277196744992,-0.00168006098586081
35,0.0463344757950416,NaN
70,0.198587573683607,NaN
100,-0.207417345422731,NaN
150,0.21105428398324,NaN
200,-0.215320699164193,NaN
250,0.124501080749014,NaN
350,-0.23341617179342,NaN
400,-0.0503172291153419,NaN
450,NaN,0.00707972091935018
850,NaN,0.00604490339631355
1500,NaN,0.00611103253462897
2000,NaN,0.0048576508767193
2500,NaN,0.00275470291931169
3000,NaN,0.00398475442065367
4000,NaN,0.00314203318017196
5000,NaN,0.00299119241731822
6000,NaN,0.00344067893412121
7000,NaN,0.00223502494695094
