timepoint,Glu_Obs,Ind_Obs
0,9.59475972809972,-0.0470370220198866
150,12.1890737990716,NaN
350,10.6558058560459,NaN
450,NaN,0.0804776256139231
500,10.3984817425514,NaN
700,8.56247077253579,NaN
900,6.24357552072552,-0.0398866139661623
1000,5.33183052076323,NaN
1500,5.2917724478729,0.100689184558087
2000,2.67826349948819,0.392753918260941
2500,1.16542085035106,0.513270318873741
3000,0.382104144733757,0.536241696209932
3500,0.182772943700823,NaN
4000,NaN,0.311707179592709
5000,NaN,0.220844798126714
6000,NaN,0.246137864169895
7000,NaN,0.159877897300857
8500,NaN,0.130137280506576
