timepoint,Glu_Obs,Ind_Obs
0,11.076984687876,-0.0499984658206283
300,NaN,0.0522084722679538
500,8.7458985756147,NaN
650,NaN,0.00558578381446226
1000,9.72148224871106,-0.0275382029795007
1500,10.1313101869784,0.319477431582864
2000,7.72597810570662,0.654795813074059
2500,NaN,1.15147461010879
3000,4.19260829633169,1.36244588062284
3500,4.19557315813937,0.996545867756353
4000,NaN,0.960440466727549
4500,2.67915832224223,NaN
5000,NaN,0.590879755058736
5500,-0.14306648992179,NaN
6000,NaN,0.333579563903812
7000,2.82882425857362,NaN
8500,-0.407767155601443,NaN
