t,input_il6,nSOCS3RNA4_Obs
710,0.1,-0.000491543278010969
710,0.1,0.000334754473885495
710,0.5,0.000862127977214754
710,0.5,0.000501784750478687
710,1,0.00325930145268703
710,1,-3.90507022721427e-05
710,2.5,0.0103029126937155
710,2.5,0.0101764149195729
710,5,0.0256065467641446
710,5,0.0292200334217714
710,10,0.00437409269631746
710,10,0.00445550346080694
710,25,0.012694967050011
710,25,0.0156084187500117
710,50,0.00528273575608151
710,50,0.00712688659222258
710,100,0.0202200183138384
710,100,0.0182024310570466
710,500,0.0258114896405922
710,500,0.0244421603702227
