t,input_il6,tpSTAT3_Obs
45,0.1,0.0349184575150548
45,0.1,0.0132519611261708
45,0.5,0.0467727482746796
45,0.5,0.0353669623236138
45,1,0.10419680299367
45,1,0.106512650664048
45,2.5,0.417789460631518
45,2.5,0.426492572628901
45,5,-0.000115723808532199
45,5,0.0162663760408043
45,10,0.171516640865772
45,10,0.16766195949879
45,25,0.330544334191392
45,25,0.325200943865357
45,50,0.254225052688487
45,50,0.368258605336669
45,100,0.0673809697400054
45,100,0.106798414179921
45,500,0.00358097738981892
45,500,0.0139627234215978
