t,input_il6,nSOCS3RNA4_Obs
250,0.1,0.00275328614237753
250,0.1,0.00341230277587543
250,0.5,0.000681173477040612
250,0.5,0.0054812916924487
250,1,0.00133894268218
250,1,-0.00143786477779712
250,2.5,0.0114311163937393
250,2.5,0.0167117117924307
250,5,0.0136029522321164
250,5,0.0144498347340897
250,10,0.00458393261640108
250,10,0.00270381059236585
250,25,0.021806175063727
250,25,0.0223952084807528
250,50,0.0158015895466976
250,50,0.0103358652898886
250,100,0.020800410153862
250,100,0.0170295105451244
250,500,0.041954484215984
250,500,0.0422944213728005
