t,input_il6,pJAK1_gp130_Obs
0,2.5,0.00038706542446216
0,2.5,0.000396925644644022
0,2.5,0.000404134608496548
0,2.5,0.000457105116466356
0,2.5,0.000485965807373013
0,10,0.000378473908100671
0,10,0.000441777138336756
0,10,0.000446764811765222
0,10,0.000503875658536134
0,10,0.000573640092661125
0,60,0.000435671636395377
0,60,0.000439344480366895
0,60,0.000443689590126277
0,60,0.000463504737161971
0,60,0.000505012239283799
0,120,0.00045227969243506
0,120,0.000464506314399486
0,120,0.000489407018114723
0,120,0.000582099008034204
0,120,0.000618288748379229
