t,input_il6,tpSTAT3_Obs
90,0,-0.0372937602021498
90,0,0.0636658277328038
90,0,0.00771452087849722
90,0,0.133293386922673
90,0,0.0889331439611176
90,0,0.13053970009044
90,0.0005,0.162683407347909
90,0.0005,-0.152772016562185
90,0.0005,0.109444075718595
90,0.0005,0.213081714164203
90,0.0005,0.245625226462588
90,0.0005,0.237756152388799
90,0.0005,0.137556341313333
90,0.0005,0.131644890878918
90,0.005,0.204392919781298
90,0.005,0.0642684016529282
90,0.05,0.0536018196431902
90,0.05,0.172752813468426
90,0.1,0.240621245404395
90,0.1,0.175109312786468
90,0.5,0.263532069761129
90,0.5,0.163248744343913
90,0.5,0.257134197809871
90,0.5,0.186577652209072
90,0.5,0.287746274093232
90,0.5,0.0905030522615022
90,1,0.409514491863172
90,1,0.279135632671067
90,1,0.252254000317484
90,1,0.383449597221294
90,2.5,0.390354621692054
90,2.5,0.482580563562987
90,2.5,0.515794636687574
90,2.5,0.509681594783182
90,2.5,0.476290825432603
90,2.5,0.463413223343956
90,5,0.388670839427484
90,5,0.47890196743052
90,5,1.37233618782813
90,5,1.39447859776605
90,5,1.40392256177838
90,5,1.26656404016179
90,5,0.348700956060343
90,5,0.378910739740191
90,10,0.284285172378769
90,10,0.64741801927292
90,10,0.407437460325204
90,10,0.488865633161542
90,10,1.33145412473404
90,10,1.34628717314871
90,10,0.948219352330787
90,10,0.684124008368801
90,25,0.925725140166434
90,25,0.821640096049354
90,25,0.790723213011576
90,25,0.872454675129865
90,25,0.83981371805097
90,25,0.758663136942886
90,25,0.290860014779741
90,25,0.376080263380625
90,50,0.535032477951104
90,50,0.461877551152066
90,50,0.47303862108402
90,50,0.347906629714376
90,50,0.386902372958078
90,50,0.308463974893975
90,50,1.06137847902218
90,50,1.13694606776992
90,100,1.09778898777634
90,100,0.966008651519001
90,100,1.03580307309156
90,100,1.05710613229661
90,200,1.0402633014774
90,200,1.06159436702405
90,500,1.23393381299567
90,500,1.09401372976061
90,500,1.1950714394727
90,500,1.08400383202965
90,500,1.23577480557402
90,500,1.08190062025234
