t,input_il6,pJAK1_gp130_Obs
1800,0.1,-0.000100125353385172
1800,0.1,0.000537887532751037
1800,0.5,0.000182492638613896
1800,0.5,0.000492398036248577
1800,1,0.000971694996077142
1800,1,0.0026356122868658
1800,2.5,0.00104062073294721
1800,2.5,0.00108773016644963
1800,5,0.00182555023986145
1800,5,0.00321906177296915
1800,10,0.00202136230764684
1800,10,0.00351115592355178
1800,25,0.00407199139280171
1800,25,0.00414077589482337
1800,50,0.00591261884402147
1800,50,0.00608009973342825
1800,100,0.00771945539262067
1800,100,0.00776326092256086
1800,500,0.0123543330147362
1800,500,0.0126990604467606
