t,Compound_1_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,0.00164683772516807,0.0194904388513688,12.8486389958766,115.49764346695
6.5,NaN,NaN,76.4708404186189,NaN
7.5,0.0225519028833008,NaN,NaN,48.6621044059581
10,NaN,0.178523968900558,NaN,NaN
15,0.0136669718136966,NaN,398.211386403749,145.835206246745
20,NaN,0.387466224962714,535.76261917706,NaN
25,0.0075348381636203,NaN,568.374787525343,397.028579262633
30,0.00779389267714369,NaN,NaN,524.305176657383
35,NaN,0.414132964595405,648.764377066087,NaN
40,0.00457021325536598,NaN,NaN,609.493350752106
45,NaN,0.532405752142128,541.923661912653,NaN
50,NaN,NaN,NaN,624.62511381688
55,0.00430393035633953,NaN,388.771580422584,NaN
60,NaN,0.561184204076077,NaN,NaN
65,0.00369807340646728,NaN,436.726394864913,377.738478891159
75,NaN,0.491503872360152,NaN,397.783839538058
80,NaN,NaN,264.752499417359,NaN
85,0.00305566627199357,NaN,NaN,NaN
90,NaN,NaN,NaN,265.781153431562
95,NaN,0.636501102266479,NaN,NaN
100,0.00146836958008262,0.587104118217026,159.568750649668,262.320959814209
150,NaN,0.601723365112318,171.393441332603,58.7488791930761
200,NaN,0.600438753449205,NaN,138.621795128019
