t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_6_Obs,Compound_7_Obs,Compound_8_Obs
0,-0.000667676829411751,128.282957965906,-0.00317598365858745,9.44043399381894,-5.56301838874549,42.6247224524998,13.462390385405,-0.267832340334643
15,NaN,73.2486163987875,NaN,NaN,290.154084158029,NaN,NaN,NaN
20,NaN,NaN,NaN,NaN,NaN,163.88264605752,54.5994471747962,NaN
25,NaN,NaN,NaN,1224.11190866938,NaN,NaN,NaN,NaN
30,NaN,95.3132958203793,NaN,NaN,NaN,NaN,NaN,NaN
35,NaN,NaN,NaN,NaN,909.959987345523,NaN,NaN,3.92970714427213
40,NaN,NaN,NaN,NaN,NaN,908.310712005752,565.00790939764,NaN
45,0.0177559803727169,97.4393525578105,NaN,NaN,NaN,NaN,NaN,NaN
50,NaN,NaN,0.105666692040719,NaN,929.762327319231,NaN,NaN,NaN
55,NaN,NaN,NaN,655.12002219614,NaN,NaN,NaN,NaN
60,NaN,NaN,NaN,NaN,NaN,NaN,929.510830168804,NaN
65,NaN,103.521652354341,NaN,NaN,NaN,830.712340876983,NaN,NaN
70,NaN,NaN,NaN,NaN,633.45158335937,NaN,NaN,6.50852739929155
85,NaN,112.866454320492,NaN,405.74271610714,NaN,520.960286357547,812.094215698747,NaN
95,0.00960391629484498,NaN,0.225438382679238,NaN,470.145383914966,NaN,NaN,NaN
100,NaN,131.354438284415,NaN,344.040770627956,416.647743544771,486.572566493723,524.283469355309,5.3307570524046
150,0.00879814857387363,119.020468408961,0.265682066327557,258.804207680254,352.003205216266,268.706525860828,239.938957459518,5.24073148311527
200,0.00983859155061693,NaN,0.293536324737269,259.905511070568,247.315187992981,295.941795432785,162.228423157903,4.36909269941529
250,0.0114362788629851,NaN,0.233903535992065,223.738733394243,264.581842350382,283.082476641718,257.675250391497,4.69736927229995
300,NaN,NaN,NaN,NaN,278.910552515371,256.856069879217,286.131727772811,4.08769412377251
350,0.00957677614139286,NaN,0.259928935615254,NaN,NaN,NaN,232.29718404712,3.89873019649979
400,0.00828385244104624,NaN,NaN,NaN,NaN,231.904597072442,NaN,NaN
450,NaN,NaN,0.318170417571605,NaN,NaN,NaN,NaN,3.20406173824787
500,0.00823377629338616,NaN,NaN,NaN,NaN,NaN,NaN,NaN
550,NaN,NaN,0.295510090474517,NaN,NaN,NaN,NaN,4.1961814443829
650,0.0103889981257107,NaN,0.367211114664018,NaN,NaN,NaN,NaN,3.76107281258999
800,0.00819454724288175,NaN,0.371421537722399,NaN,NaN,NaN,NaN,NaN
