t,Compound_1_Obs,Compound_4_Obs,Compound_5_Obs,Compound_7_Obs
0,-0.000565740453004606,2.39676814121016,0.76363462768995,-0.507743554287603
9.5,0.00702393494115288,NaN,NaN,NaN
10,NaN,0.23124562137155,NaN,NaN
15,NaN,NaN,-0.672431912037737,-1.14261041138074
20,0.0126115133902403,3.79492870891765,NaN,NaN
25,NaN,NaN,0.767972634023606,NaN
30,0.00674227774020739,7.96446224389156,NaN,0.828359705658896
40,0.00359010501120042,NaN,6.55657321638878,NaN
45,NaN,14.4623016603643,NaN,6.07957428093595
55,0.00175754696871842,NaN,16.3867522132861,NaN
60,NaN,14.4513909050719,NaN,9.12231199996432
70,0.00224171643508025,NaN,14.6245830717991,NaN
75,NaN,15.0707052576487,NaN,NaN
80,NaN,NaN,NaN,12.8424960533183
85,0.00263254718689151,NaN,NaN,NaN
90,NaN,13.0111379683275,14.8561575342337,NaN
100,0.00100006287661798,13.5608780059924,12.0663204622411,13.064403849638
150,0.00143979775354834,10.1761288707306,9.55865449326772,12.1484161665348
200,NaN,5.58478502417157,8.19046403098097,10.0980393251711
250,NaN,NaN,6.92384232277578,8.01422420026157
300,NaN,NaN,8.08932975325714,8.3411112211748
