t,epo_level,Compound_1_Obs,Compound_5_Obs
6,2.5e-09,0.00275085398576902,-0.3265501109277
6,2.5e-09,0.00359391963326833,-0.39252278233187
6,2.5e-09,0.0131919949171103,-2.59220433618728
6,2.5e-08,0.0146850906868303,0.261754236697204
6,2.5e-08,0.0189764017604608,5.94246016134124
6,2.5e-08,0.0204242724194227,0.281978566812318
6,2.5e-07,0.0848966054744081,10.9612710711205
6,2.5e-07,0.108769212414418,8.98492247729593
6,2.5e-07,0.121108124076778,12.520666388541
6,2.5e-06,0.148570788956753,35.849188602247
6,2.5e-06,0.155562748720899,32.6580609542074
6,2.5e-06,0.170609828385814,37.2737936322786
6,2.5e-05,0.180480990757257,46.7268795069237
6,2.5e-05,0.188760934657571,49.607852270882
6,2.5e-05,0.215275001711658,41.9929115814716
