t,Compound_1_Obs,Compound_4_Obs,Compound_5_Obs,Compound_7_Obs
0,0.000553763159987454,-0.254423007351893,-1.68776741710051,-1.15185447874375
10,NaN,0.486464857794036,NaN,0.63670957755382
15,0.0118766587302438,NaN,-0.0655052530282789,NaN
25,0.00927938720315873,6.20447129646422,5.55721009655062,0.885139487517527
35,NaN,NaN,NaN,2.51560424193657
40,0.00372071562887955,15.4122483993033,10.148789771806,NaN
50,NaN,NaN,NaN,6.6147595547763
55,0.00346535374136328,17.0722926053,13.2978097608719,NaN
65,NaN,NaN,NaN,10.0197144435427
70,NaN,14.3825323828178,14.5236919208335,NaN
75,0.00191894042331599,NaN,NaN,NaN
80,NaN,NaN,NaN,13.3044543014921
85,NaN,12.6126911974411,NaN,NaN
90,NaN,NaN,13.3465715169285,NaN
95,0.00190091854981671,NaN,NaN,NaN
100,0.00130347847755113,13.1593094291302,13.7678524155374,14.2316687560933
150,0.00204642362635342,11.9699712252792,12.0364422208039,10.2800487871494
200,0.00146291962299315,7.77721984680464,8.94652415963831,9.91105787062663
250,NaN,9.20809185068186,10.2502123121127,8.85096118888903
300,NaN,NaN,7.36969379014179,7.37927632512052
