observableId	observableName	observableFormula	observableTransformation	noiseFormula	noiseDistribution
IRS_Obs_1	IRS_Obs	offset1_IRS_Obs + IRS*scale1_IRS_Obs	log10	sd1_IRS_Obs	normal
IRS_Obs_2	IRS_Obs	offset2_IRS_Obs + IRS*scale2_IRS_Obs	log10	sd2_IRS_Obs	normal
IRS_Obs_3	IRS_Obs	offset3_IRS_Obs + IRS*scale3_IRS_Obs	log10	sd3_IRS_Obs	normal
IRSiP_Obs_1	IRSiP_Obs	IRSiP	log10	sd1_IRSiP_Obs	normal
IRSiP_Obs_2	IRSiP_Obs	IRSiP	log10	sd2_IRSiP_Obs	normal
IRSiP_Obs_3	IRSiP_Obs	IRSiP	log10	sd3_IRSiP_Obs	normal
IR_Obs	IR_Obs	offset1_IR_Obs + IR*scale1_IR_Obs	log10	sd1_IR_Obs	normal
IRiP_Obs_1	IRiP_Obs	IRiP	log10	sd1_IRiP_Obs	normal
IRiP_Obs_2	IRiP_Obs	IRiP	log10	sd2_IRiP_Obs	normal
IRiP_Obs_3	IRiP_Obs	IRiP	log10	sd3_IRiP_Obs	normal
IRi_Obs	IRi_Obs	IRi	log10	sd1_IRi_Obs	normal
IRp_Obs	IRp_Obs	offset1_IRp_Obs + IRp*scale1_IRp_Obs	log10	sd1_IRp_Obs	normal
XX_Obs_1	XX_Obs	offset1_XX_Obs + XX*scale1_XX_Obs	log10	sd1_XX_Obs	normal
XX_Obs_2	XX_Obs	offset2_XX_Obs + XX*scale2_XX_Obs	log10	sd2_XX_Obs	normal
XX_Obs_3	XX_Obs	offset3_XX_Obs + XX*scale3_XX_Obs	log10	sd3_XX_Obs	normal
