parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	objectivePriorType	objectivePriorParameters
k1a	k1a	log10	1e-06	501187.233627272	0.321366053864032	1	parameterScaleUniform	
k1aBasic	k1aBasic	log10	1e-06	501187.233627272	0.000691830970918936	1	parameterScaleUniform	
k1b	k1b	log10	1e-06	501187.233627272	0.197242273611485	1	parameterScaleUniform	
k1c	k1c	log10	1e-06	501187.233627272	0.0588843655355589	1	parameterScaleUniform	
k1d	k1d	log10	1e-06	501187.233627272	338844.156139203	1	parameterScaleUniform	
k1e	k1e	log10	6.30957344480193e-08	501187.233627272	9.77237220955811e-07	1	parameterScaleUniform	
k1f	k1f	log10	1e-06	501187.233627272	389045.14499428	1	parameterScaleUniform	
k1g	k1g	log10	1e-06	501187.233627272	2951.20922666639	1	parameterScaleUniform	
k1r	k1r	log10	1e-06	501187.233627272	0.0436515832240166	1	parameterScaleUniform	
k21	k21	log10	1e-06	501187.233627272	4.13047501990161	1	parameterScaleUniform	
k22	k22	log10	1e-06	501187.233627272	1023.29299228075	1	parameterScaleUniform	
k3	k3	log10	1e-06	501187.233627272	2.75422870333817e-05	1	parameterScaleUniform	
km2	km2	log10	1e-06	501187.233627272	1.02706989602628	1	parameterScaleUniform	
km3	km3	log10	1e-06	501187.233627272	0.340408189701001	1	parameterScaleUniform	
offset1_IRS_Obs	offset1_IRS_Obs	log10	0.0001	1	0.01	1	parameterScaleUniform	
offset1_IR_Obs	offset1_IR_Obs	log10	0.0001	1	0.01	1	parameterScaleUniform	
offset1_IRp_Obs	offset1_IRp_Obs	log10	1e-11	1e-07	1e-09	1	parameterScaleUniform	
offset1_XX_Obs	offset1_XX_Obs	log10	0.001	10	0.1	1	parameterScaleUniform	
offset2_IRS_Obs	offset2_IRS_Obs	log10	0.0001	1	0.01	1	parameterScaleUniform	
offset2_XX_Obs	offset2_XX_Obs	log10	0.001	10	0.1	1	parameterScaleUniform	
offset3_IRS_Obs	offset3_IRS_Obs	log10	0.0001	1	0.01	1	parameterScaleUniform	
offset3_XX_Obs	offset3_XX_Obs	log10	0.001	10	0.1	1	parameterScaleUniform	
scale1_IRS_Obs	scale1_IRS_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_IR_Obs	scale1_IR_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_IRp_Obs	scale1_IRp_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_XX_Obs	scale1_XX_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_IRS_Obs	scale2_IRS_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_XX_Obs	scale2_XX_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_IRS_Obs	scale3_IRS_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_XX_Obs	scale3_XX_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
sd1_IRS_Obs	sd1_IRS_Obs	log10	0.001	100	0.165660893722229	1	parameterScaleUniform	
sd1_IRSiP_Obs	sd1_IRSiP_Obs	log10	0.001	100	0.170482576405729	1	parameterScaleUniform	
sd1_IR_Obs	sd1_IR_Obs	log10	0.001	100	0.178862789656981	1	parameterScaleUniform	
sd1_IRiP_Obs	sd1_IRiP_Obs	log10	0.001	100	0.166471541097411	1	parameterScaleUniform	
sd1_IRi_Obs	sd1_IRi_Obs	log10	0.001	100	0.177455718899199	1	parameterScaleUniform	
sd1_IRp_Obs	sd1_IRp_Obs	log10	0.001	100	0.169836096702915	1	parameterScaleUniform	
sd1_XX_Obs	sd1_XX_Obs	log10	0.001	100	0.173017487080408	1	parameterScaleUniform	
sd2_IRS_Obs	sd2_IRS_Obs	log10	0.001	100	0.170851973629436	1	parameterScaleUniform	
sd2_IRSiP_Obs	sd2_IRSiP_Obs	log10	0.001	100	0.175359783248594	1	parameterScaleUniform	
sd2_IRiP_Obs	sd2_IRiP_Obs	log10	0.001	100	0.17405239353682	1	parameterScaleUniform	
sd2_XX_Obs	sd2_XX_Obs	log10	0.001	100	0.179738039377632	1	parameterScaleUniform	
sd3_IRS_Obs	sd3_IRS_Obs	log10	0.001	100	0.170745788314405	1	parameterScaleUniform	
sd3_IRSiP_Obs	sd3_IRSiP_Obs	log10	0.001	100	0.173732072296755	1	parameterScaleUniform	
sd3_IRiP_Obs	sd3_IRiP_Obs	log10	0.001	100	0.167529001485926	1	parameterScaleUniform	
sd3_XX_Obs	sd3_XX_Obs	log10	0.001	100	0.166111614760001	1	parameterScaleUniform	
