t,epo_level,EpoRpJAK2_Obs,CISHnRNA4_Obs
13,0,-0.0250778411035486,0.000147218281839799
13,0,-0.000688521100998559,0.000110283653448433
13,4.2857e-08,-0.0863379212921008,0.000149069432004858
13,4.2857e-08,-0.0473773824999291,0.00017468915964971
13,1.4286e-07,-0.0349715712661685,0.000137111376550344
13,1.4286e-07,-0.00652125993598337,0.000198089178673799
13,4.2857e-07,0.0775153452732618,0.000111000513427557
13,4.2857e-07,0.083778944479309,0.000143676979224222
13,1.4286e-06,0.096271883553021,0.000138617315195261
13,1.4286e-06,0.104539909540534,0.000166560083143411
13,4.2857e-06,0.173000265087781,0.000163726780553322
13,4.2857e-06,0.189781397206544,0.000151338637687454
13,1.4286e-05,0.41477700177101,0.000208578552876267
13,1.4286e-05,0.442072468065775,0.000216163789247737
13,4.2857e-05,0.647205579295179,0.000239971888675089
13,4.2857e-05,0.680226162718461,0.000266752875275175
