t,epo_level,SOCS3nRNA4_Obs
14,6.6667e-07,0.00101265402244339
14,6.6667e-07,0.00167833653515391
14,1.3333e-06,0.00135029274165067
14,1.3333e-06,0.00159250924057001
14,2.6667e-06,0.00149967140288685
14,2.6667e-06,0.00179249418738074
14,5.3333e-06,0.0013753420123363
14,5.3333e-06,0.0019271777888178
14,1.0667e-05,0.00176178231541033
14,1.0667e-05,0.00198095808723309
14,2.1333e-05,0.00105803397994407
14,2.1333e-05,0.00127558103510144
14,4.2667e-05,0.00143261294302167
14,4.2667e-05,0.00166344850103393
