observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters	noiseDistribution
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	10.0732304643807	0			normal
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	2			normal
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	2.5			normal
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	3			normal
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	0.260358347757601	3.5			normal
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	4			normal
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	5			normal
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	6			normal
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	0.229281189591245	7			normal
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	8			normal
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	9.5			normal
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	0.225530108306696	10			normal
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	-0.0163498585874204	15			normal
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	-0.0314799570740097	20			normal
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	25			normal
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	-0.0372146851384898	30			normal
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	35			normal
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	40			normal
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	50			normal
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	60			normal
IR_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	70			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	-1.40679290640865e-08	0			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	2			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	2.5			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	1.79372630819328e-06	3			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	3.5			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	4			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	5			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	1.43080579445882e-06	6			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	7			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	8			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	1.09242005052489e-06	9.5			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	10			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	6.95787571819297e-07	15			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	6.0091816597964e-07	20			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	5.71352431825037e-07	25			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	30			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	5.1411092899069e-07	35			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	4.48443435555247e-07	40			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	3.58935851188533e-07	50			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	60			normal
IRp_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	70			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	-7.84827076871296e-06	0			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	2			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	2.5			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	3			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	3.5			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	0.000285772072830453	4			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	5			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	6			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	7			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	0.000209890584552959	8			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	9.5			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	10			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	0.000166449501961258	15			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	0.00015229356602665	20			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	0.000142765361459651	25			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	0.00013092473864267	30			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	35			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	0.000130239008742283	40			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	50			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	60			normal
IRiP_Obs_1	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	70			normal
IRS_Obs	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	10.7188654280473	0			normal
IRS_Obs	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	6.19241887383155	2			normal
IRS_Obs	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	2.5			normal
IRS_Obs	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	3			normal
IRS_Obs	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	NaN	3.5			normal
IRS_Obs	D3_Brannmark_RS48_DR001	D1_Brannmark_RS48_TC001	6.95848126872267	4			normal
