t,input_il6,SOCS3RNA_Obs
0,2.5,0.000154428661662168
0,2.5,0.000149781666668941
0,2.5,0.000155997442106503
0,2.5,0.000147194042870131
0,2.5,0.000158861163591397
0,10,0.000151868128208225
0,10,0.000153670673714554
0,10,0.000153914854470213
0,10,0.000159309008736988
0,10,0.000153001197700573
0,60,0.000151535861950341
0,60,0.000149272776378384
0,60,0.000149847117048027
0,60,0.000153873066545271
0,60,0.0001532843243589
0,120,0.000152688625768529
0,120,0.000158195390284382
0,120,0.000153735957085982
0,120,0.000146741831632034
0,120,0.000156026531245564
