t,input_il6,nSTAT3_Obs,nSOCS3RNA2_Obs
2500,0.1,17.6203886405794,-0.00227399359537372
2500,0.1,16.2996803793762,0.00300966572137758
2500,0.5,17.8387669447959,0.00828875867695229
2500,0.5,17.8007485540453,0.00700446009222719
2500,1,17.610600576408,0.0099344307485967
2500,1,17.9552007622412,0.0113741674074918
2500,2.5,20.8188089188406,0.0431535964297402
2500,2.5,19.9571144188826,0.0377643400628572
2500,5,21.3967670908219,0.111848457715454
2500,5,22.754782865203,0.105133473030624
2500,10,18.1544755153598,0.0175209139156254
2500,10,19.5666229696402,0.0172779176460087
2500,25,20.6515582697326,0.0657151902978272
2500,25,21.1038875901293,0.0647395741942625
2500,50,21.0497967453811,0.0282345672480298
2500,50,20.2730575130089,0.0272461765406605
2500,100,21.3907389384743,0.0907077876064308
2500,100,23.5059874979658,0.0842034069973314
2500,500,26.0976811824227,0.312252084443694
2500,500,26.8827847547939,0.314708534530454
