t,input_il6,nSOCS3RNA2_Obs
11,0.1,-0.00785778070548727
11,0.1,-0.00666492577775436
11,0.1,-0.00145399851203825
11,0.1,0.239746180364932
11,1,-0.176235580456437
11,1,-0.0728266273244478
11,1,-0.0434356374203029
11,1,0.127036735135938
11,5,-0.00553885729778728
11,5,0.0501497583566658
11,5,0.207556028063918
11,5,0.27338830689328
11,10,0.456465530008488
11,10,0.579926819165983
11,10,0.611591749944686
11,10,0.631126568329875
11,50,5.27663008917918
11,50,5.28854941978495
11,50,5.40402377463101
11,50,5.52674861729427
11,100,7.62643183475452
11,100,7.62696873405825
11,100,7.66504338415056
11,100,7.92883324083591
11,500,9.32377140144852
11,500,9.34139818071977
11,500,9.41045371373326
11,500,9.48870529205726
