t,input_il6,nSTAT3_Obs,nSOCS3RNA2_Obs
30,0,16.8781846801437,0.000617632988750935
30,0,16.7121389405754,0.0020678683950681
30,0,17.3259977735418,0.00200263229772704
30,0,17.3448668296735,0.00177593067041946
30,0,16.9933562266777,0.00373161256475991
30,0,16.370904237425,0.0011449235620655
30,0,16.5444033983169,0.00291711018517672
30,0,17.2076635437343,0.00271391419769276
30,0.0005,17.5075878244552,0.000573461767794764
30,0.0005,17.6741225216295,0.00227455079422711
30,0.0005,16.9686655467978,0.00273519565956398
30,0.0005,16.9954808110324,0.0048147717483767
30,0.0005,16.5423285201892,0.000198121773822778
30,0.0005,17.5799041541863,0.00206001154831393
30,0.0005,16.1649650787378,0.00388784076653452
30,0.0005,18.0886868505482,0.00245082960789552
30,0.005,16.343037227362,0.00300414773408982
30,0.005,17.41637247809,0.00189817188181411
30,0.005,17.7666155625009,0.00167198140017965
30,0.005,17.6927719782912,0.00490672910088953
30,0.005,16.7575593010185,0.00161342687767314
30,0.005,17.0902889506541,0.00220074664842112
30,0.005,17.0486473947306,0.00254281259427794
30,0.005,17.4168051181642,0.00343778335572293
30,0.05,17.6960258436519,0.000963883091539397
30,0.05,17.3831863132578,0.00120372053664036
30,0.05,17.4143873798486,0.00138052239873529
30,0.05,17.8374497217821,0.00393298619447571
30,0.05,17.3070577506994,0.00373419837558311
30,0.05,17.7930740551667,0.00346716812651972
30,0.05,17.8055300106027,0.0041129815475816
30,0.05,17.9876722805872,0.00463787256894451
30,0.1,17.1670951468232,0.00399830414271416
30,0.1,17.2678457153711,0.00580623160614423
30,0.1,16.9888407172007,0.00324389725932969
30,0.1,17.196540934695,0.00530147304141142
30,0.1,18.0180556367549,0.00456464968951898
30,0.1,16.7811765943557,0.00348879624724642
30,0.1,17.618535984304,0.00460065797727468
30,0.1,16.8203691040508,0.00201998500383258
30,0.5,19.4003478692673,0.021453252789619
30,0.5,19.2265446782649,0.0219325951264178
30,0.5,20.3491453976106,0.0234231929627699
30,0.5,19.4816631932167,0.0209726189011928
30,0.5,19.2893869389913,0.0224917679777075
30,0.5,17.2077026543123,0.0219500833524188
30,0.5,19.6343776638531,0.0192481009681711
30,0.5,20.1181250872126,0.0205398746922565
30,1,20.998469071104,0.0605436300711751
30,1,20.6455628256995,0.0595674223166674
30,1,21.1298655779653,0.057015602471015
30,1,21.33163216837,0.0578592048425301
30,1,20.7393052552126,0.0581650538902841
30,1,21.6718946903503,0.0581454145997047
30,1,20.3562557766951,0.0613070578831308
30,1,20.6135752785193,0.0583674083405032
30,2.5,18.4110959200742,0.11013868978105
30,2.5,18.2373756987713,0.108979188680183
30,2.5,19.9363324151371,0.109451525542432
30,2.5,18.3803488327065,0.108982078237559
30,2.5,19.2480679475683,0.108672460152069
30,2.5,18.7088700596413,0.108854524750635
30,2.5,17.4720042623954,0.0348997230220078
30,2.5,17.9187318721699,0.035433584907646
30,5,17.7548810882328,0.0364768235405347
30,5,16.9666884938415,0.036856665490586
30,10,15.8285562504034,0.03520138913833
30,10,16.0768893007039,0.0361631362839575
30,10,17.1456273524885,0.0358223004435683
30,10,16.1348142813777,0.0360042031678878
30,10,22.6347284646174,0.158236377765537
30,10,21.9491389435347,0.160058631544964
30,25,22.9415526212597,0.157080397580569
30,25,22.7835577059267,0.157822411996644
30,50,22.1893286871865,0.158385492444837
30,50,20.9665168644694,0.159792751351486
30,50,22.1674267700547,0.157582336502484
30,50,22.1461066273543,0.160462846320773
30,50,17.6949279189601,0.0253903853206515
30,50,16.8830037526531,0.027990828691511
30,100,16.5518553851822,0.0632644422085143
30,100,16.8010781696838,0.0612143628414388
30,100,20.8115060730154,0.16108939125723
30,100,21.5390866735716,0.16451789033803
30,100,17.0524766639625,0.0458997511695487
30,100,17.5367150058431,0.0458867114096541
30,100,16.4314081915922,0.0462452600849755
30,100,17.5859418426627,0.0446454762696293
30,200,17.4330269649874,0.0479719852095939
30,200,16.9795646018042,0.0457276190144366
30,500,15.0354189652692,0.0200914524442407
30,500,17.143394035086,0.0196180528090537
