t,epo_level,EpoRJAK2_Obs,CISHnRNA4_Obs,Compound_1_Obs,Compound_2_Obs
14,6.6667e-07,0.0514839883494156,0.000160815721508388,0.113299037039773,4.1373793261542
14,6.6667e-07,0.125588158224475,0.000111478570854273,0.06358285043179,2.91473923178789
14,1.3333e-06,0.0226227396379402,0.000114226474450553,0.149918123312194,5.81591349445255
14,1.3333e-06,0.0696058031101381,8.10542355481302e-05,0.0862479034382442,3.85267833471826
14,2.6667e-06,0.0124420641469004,0.000114953504284242,0.134849779780278,4.59491426603652
14,2.6667e-06,0.0131348820155217,0.000102585577079071,0.126660737242001,6.32524744504552
14,5.3333e-06,0.0111065430424477,0.000156308778023971,0.198968624656529,3.59263283519027
14,5.3333e-06,0.013301600169559,9.24719307503546e-05,0.221813612242353,4.21366140174485
14,1.0667e-05,0.0029741125095761,0.000119763367614409,0.279457332155455,2.86074970441543
14,1.0667e-05,0.00409010842661936,0.000138949533830053,0.21968219991772,5.49379735994672
14,2.1333e-05,0.00221481694594519,6.05904178934311e-05,0.139148137301527,2.43102843803072
14,2.1333e-05,0.00607866989932283,9.19487419639495e-05,0.127263394254357,8.23490341838713
14,4.2667e-05,0.00140082374734484,0.000147938611628404,0.240296813392952,11.1613645528659
14,4.2667e-05,0.00308512130713392,0.000132990495991165,0.125671554685525,1.92379130626562
