t,epo_level,EpoRJAK2_Obs,CISHnRNA4_Obs,Compound_1_Obs,Compound_2_Obs
46,2.5e-09,1.6475564214968,0.0540579447501652,0.407230780341151,13.3543059561118
46,2.5e-09,1.72799214456981,0.0459820415944902,0.392805780440975,16.3881134148178
46,2.5e-09,1.18208306817047,0.0425168706085788,0.407452119662427,15.364645469218
46,2.5e-08,0.940368853547292,0.0523808856843221,1.18543634426072,4.94096637563492
46,2.5e-08,0.727211397034033,0.0672423162972079,1.45149654837196,4.11573478125576
46,2.5e-08,0.735232745185647,0.0405236098204788,1.2938974694588,5.86139450435761
46,1.25e-07,1.26693655330999,0.0611476267660752,0.765116627090264,13.105432161212
46,1.25e-07,1.49469895674138,0.045569740579512,0.905841942315833,23.4057423834738
46,1.25e-07,1.9180750331231,0.0592980339797715,0.743884858293528,11.8055028724542
46,2.5e-07,2.19952568378367,0.0241651792471488,0.266060214505278,38.2257342670979
46,2.5e-07,2.18816798982585,0.0337263064236446,0.275558766952315,38.0325506704005
46,2.5e-07,1.4755619596569,0.0320650079696518,0.196897928365082,65.7846970750862
46,2.5e-06,2.12043800176635,0.00480398775247132,0.0986747328616313,81.8730205220132
46,2.5e-06,3.38531379704407,0.00314448046511137,0.126134832638979,80.8445992615791
46,2.5e-06,1.77730809061146,0.00414672923979506,0.115162968152925,74.2086526171704
