t,epo_level,EpoRpJAK2_Obs,p1EpoRpJAK2_Obs,npSTAT5_Obs,CISnRNA4_Obs,CIS_Obs
6,2.5e-09,-0.0613946133531999,0.00534978299538543,-0.249993255566725,-0.0337670783256184,-1.04889807535403e-05
6,2.5e-09,-0.0365031013305482,-0.00119150049704352,0.411654660726077,0.103514899635325,1.90019820080854e-05
6,2.5e-09,0.00877989523352734,-0.00412821817604992,-0.213879685911075,0.0473780713982178,3.02239430285052e-06
6,2.5e-08,0.0524939019075707,0.0253020003452001,0.0360368431349549,-0.140086466296155,-1.15850210082926e-06
6,2.5e-08,0.0805609879552667,0.0136374936586882,-0.219566565301306,0.130865888978895,6.74973458795915e-06
6,2.5e-08,0.106956659610552,0.0137641949442908,0.360590196063257,0.209835247354903,-1.5273706175682e-05
6,2.5e-07,0.238991775586272,0.0664280794559297,2.3617610985839,0.515739495789519,8.15024266675982e-05
6,2.5e-07,0.248530945971084,0.0631465906595716,1.99297709440094,0.282963695841545,5.2164250548937e-05
6,2.5e-07,0.308249821409059,0.0644494143629568,1.46552883502375,0.0143118078253411,4.20027665199462e-05
6,2.5e-06,0.944729318932129,0.101484910926323,5.60541513197243,2.41852669515644,0.000234522325000838
6,2.5e-06,0.951501632564348,0.108329699626279,5.40155016715162,2.53264805835879,0.000252121362360017
6,2.5e-06,0.978691771812931,0.107691019080148,5.75765434195627,2.35967114772027,0.000248942276392482
6,2.5e-05,1.73117632057719,0.174160819595708,6.32589810641811,4.39514703646856,0.000551594724413423
6,2.5e-05,1.75887929622956,0.15559826675287,6.60942565795476,4.38317244143827,0.000542398392797928
6,2.5e-05,1.80002662887763,0.155125130345502,6.45826009472715,4.55453267780305,0.000505992152311549
