t,epo_level,EpoRpJAK2_Obs,p1EpoRpJAK2_Obs,npSTAT5_Obs,CISnRNA4_Obs,CIS_Obs
25,2.5e-09,0.00208446141400384,-0.00133535903739967,1.49323689157547,19.1419963270533,0.0656126002287367
25,2.5e-09,0.0366702452915935,0.000900879899835482,-0.124773113961834,33.8806304334462,-0.0191775302024166
25,2.5e-09,0.0444563943652531,0.00248174226322075,1.29152109816275,23.6134964699469,0.20976901375271
25,2.5e-08,0.0100831751242901,0.00799691318861332,2.76939498085853,52.4262131332213,0.0996505766168692
25,2.5e-08,0.0578345923212825,0.00446172429363885,3.52235677649368,93.0608148599987,0.230858165126253
25,2.5e-08,0.0844447928087579,0.0054359049765552,2.66484313163832,75.3280185888383,0.0766739307179653
25,1.25e-07,0.0964622566353181,0.0196077699068515,7.17871864890681,260.516460940356,0.595129318463894
25,1.25e-07,0.123846123345838,0.0141220673602731,6.03758819282792,246.058630071925,0.447181831126637
25,1.25e-07,0.183187623008101,0.0173864941768838,7.4874187733977,169.961745240135,0.502291468517164
25,2.5e-07,0.186446195587968,0.0202875261930461,8.53647610591079,334.15894980522,1.02620727240027
25,2.5e-07,0.2234231549967,0.0216596192570153,8.31370733930631,383.884495577021,1.12380084078398
25,2.5e-07,0.229287223003879,0.0177836698115174,9.42809286201737,388.027361614802,1.09851997734095
25,1.25e-06,0.534480068316014,0.0309677887694894,15.1480518137125,693.822082108066,1.83537501541266
25,1.25e-06,0.540784735307969,0.0329367595701668,12.569376077141,665.609813827374,2.09831266417402
25,1.25e-06,0.563210836861795,0.0330710095253066,13.463879940095,730.455069241595,2.11511068270184
25,2.5e-06,0.7464856429421,0.0386729981122584,14.5992024533011,737.728026236054,2.47171218973938
25,2.5e-06,0.757725064762864,0.0364598759704196,15.9389140525029,752.312224704975,2.44783928069055
25,2.5e-06,0.768828144354685,0.0340590645483453,15.403996123389,763.460879578825,2.44011266534023
