t,input_il6,JAK1_gp130_Obs,pJAK1_gp130_Obs,pJAK1_pgp130_Obs,nSTAT3_Obs
0,2.5,0.168507456528495,0.000251398494090389,0.00160301617520974,32.5012540863587
0,2.5,0.147334805438723,0.000314097665868029,0.00134778607391601,34.3482072572778
0,2.5,0.185810241555373,0.000294220848710557,0.00103355041650827,36.5638970586505
0,2.5,0.231510936018421,0.000358397205366585,0.00126423228702846,37.2799812871572
0,2.5,0.192184139452692,0.000285723377947556,0.00108996773956442,29.5904267137871
0,10,0.173329581540619,0.000226774040437815,0.00120658054657156,33.7495490216249
0,10,0.138325287139001,0.000358433314275775,0.00118091959336288,31.7661680183599
0,10,0.172550362693104,0.000256380711409355,0.00138362848468533,37.9703096878943
0,10,0.207818579880095,0.000334107779557963,0.00129257810674654,31.8636178880739
0,10,0.210933886338999,0.000243221394101135,0.00107076162942107,34.718978665313
0,60,0.217527594925635,0.000284323145180228,0.000823207742269307,30.4712606579386
0,60,0.208326834192091,0.000388150408571542,0.00127008068231685,30.3702742407711
0,60,0.178643678866315,0.000319375652995587,0.00106821553233646,31.6928491210183
0,60,0.168571788183745,0.00032535332779367,0.00137696442780112,33.6172375550083
0,60,0.169752061334318,0.000340858903824606,0.00129387555688608,34.7669838870926
0,120,0.169697857774854,0.000350570570027841,0.00124786252815732,28.2027977232557
0,120,0.201902105925714,0.000313167417944112,0.00118483023567999,33.289734711488
0,120,0.157739077029997,0.000400614250342037,0.00141752943853391,34.5991118878134
0,120,0.169589459238496,0.000309351939242584,0.00110702215069843,37.3265416130982
0,120,0.117329074702136,0.000280522717977868,0.00152372332545856,34.5728369652349
