t,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_6_Obs
0,23.9663070070419,-0.00525149371446454,42.0719539347505,-0.664058285078557
8.5,21.7150848871719,NaN,NaN,NaN
10,NaN,NaN,NaN,5.86848460327422
15,20.1429399916024,NaN,1.62039402817916,NaN
20,NaN,0.16694460560066,NaN,NaN
25,22.8159969200438,NaN,NaN,13.3642570457042
30,NaN,NaN,1.33486859492066,NaN
35,24.2552039451944,NaN,NaN,NaN
40,NaN,0.239169818414808,NaN,13.9885517141726
50,24.1775085206814,NaN,4.07859797601122,15.6108545485948
60,22.4358766456788,0.317233045712155,NaN,NaN
65,NaN,NaN,4.92374141351003,NaN
70,NaN,NaN,NaN,14.0676357204309
75,22.6829675710483,NaN,NaN,NaN
80,NaN,0.32228519187862,NaN,NaN
85,NaN,NaN,7.18843638742834,15.1664209318799
90,21.514832171746,NaN,NaN,NaN
100,19.9191664839131,0.306136960171102,8.57823330037942,13.6595880321775
150,23.2337794417983,0.342285737962014,8.25222178123671,15.5997905156498
200,NaN,0.398298527809074,10.3679054668439,15.2494378429154
250,NaN,0.343752219364677,8.89874190768466,14.7999101916668
300,NaN,0.338902513736989,9.78687918629884,NaN
350,NaN,0.347200613927135,NaN,NaN
