t,Compound_1_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_6_Obs
0,-0.0111301341501126,21.0302284363001,-0.00714654635139306,42.0514211192435,0.0477357779703878
9,NaN,20.568914135537,NaN,NaN,NaN
9.5,1.00143185965601,NaN,NaN,NaN,NaN
15,NaN,NaN,0.13465308095365,36.0260806208286,2.58510364813285
20,0.793263225886228,20.1110630571436,NaN,NaN,NaN
25,NaN,NaN,0.215645545841753,NaN,4.41532814113125
30,0.728185974067684,24.1936051225761,NaN,21.1125763820101,NaN
40,0.714905825476033,23.3524426419111,0.260597249635199,NaN,6.11460460961478
45,NaN,NaN,NaN,23.8133541727718,NaN
50,NaN,23.4200128848569,NaN,NaN,NaN
55,0.562157088808691,NaN,0.275209919918428,NaN,7.3173341214052
60,NaN,NaN,NaN,25.0515200232598,NaN
65,NaN,22.9106179630746,NaN,NaN,NaN
70,0.51650535695719,NaN,NaN,NaN,6.81158234377556
75,NaN,NaN,0.325131139301406,NaN,NaN
80,NaN,22.4621701418821,NaN,27.484932035471,NaN
85,0.364428022726045,NaN,NaN,NaN,NaN
90,NaN,NaN,0.30456606758665,NaN,5.60024303087721
100,0.40093471123265,23.8091876866413,0.309085021380427,27.1603197131423,5.95424826431434
150,0.418225700731928,26.030064478584,0.309848876161617,33.3654497470883,3.77770588769264
200,NaN,NaN,0.324257617496224,34.4806508610065,3.45822131622286
250,NaN,NaN,0.311666361426215,27.3766040982598,3.0228311335602
300,NaN,NaN,0.290635514205344,30.0475365651972,3.61681729775761
