t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_6_Obs,Compound_7_Obs,Compound_8_Obs
0,-0.093872400358356,44.1678554655867,21.6007618558664,0.0222688550569357,44.0167199553624,-0.775195773012021,-90.0404620396137,32.2841043443553
15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64.1196250964298
20,0.792656440661126,0.597469206736158,21.8227996615419,NaN,NaN,11.9437823400987,840.861067621839,NaN
25,NaN,NaN,NaN,NaN,8.98389154361102,NaN,NaN,NaN
30,NaN,NaN,NaN,0.253226347021854,NaN,NaN,NaN,NaN
35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,861.650931105455
40,0.536693273116283,15.2576862740498,21.6585244272347,NaN,NaN,NaN,1272.16295866104,NaN
45,NaN,NaN,NaN,NaN,NaN,13.2026221363678,NaN,NaN
50,NaN,NaN,NaN,NaN,12.5716537677906,NaN,NaN,1225.47360976665
60,NaN,19.565778484659,NaN,0.330288912230407,NaN,NaN,NaN,NaN
65,0.364520847878656,NaN,21.8959999668996,NaN,NaN,NaN,1130.60863752488,NaN
70,NaN,NaN,NaN,NaN,NaN,9.52649141454541,NaN,1101.75765746
80,NaN,NaN,NaN,NaN,29.0711076945373,NaN,NaN,NaN
85,NaN,26.1293877593775,NaN,NaN,NaN,NaN,NaN,NaN
90,0.303794161901683,NaN,18.2947470914225,0.329349932397378,NaN,NaN,702.266520257384,NaN
95,NaN,NaN,NaN,NaN,NaN,7.1838923884897,NaN,785.802849825782
100,0.401806294596944,28.3831609330174,21.0059598686635,NaN,31.4789876173925,NaN,729.037573778202,782.877791538684
150,0.35747174358953,34.7288438399168,22.8159342200621,0.32303626995973,39.5247681100811,3.87975670579277,345.361007153281,332.96052944531
200,0.458764742171559,33.3530904553953,NaN,0.288918893410512,31.7742224017621,3.16948972347347,332.879145895887,273.587187231714
250,0.452160418855627,34.1550131233246,NaN,0.281211667367842,35.7544866888981,3.18351051605143,296.975597314775,219.983333152046
300,0.451335625202285,34.4988165196739,NaN,NaN,35.9693847654901,3.09949426382532,338.962000881129,258.592005613452
350,NaN,34.3723122490417,NaN,NaN,32.4924277285055,2.99103880525474,NaN,NaN
400,NaN,34.7604295380761,NaN,NaN,NaN,NaN,NaN,NaN
450,NaN,NaN,NaN,NaN,33.1714777490769,NaN,NaN,NaN
