t,epo_level,Compound_3_Obs,Compound_6_Obs
5,2.5e-09,19.5745272550494,-0.251246740102769
5,2.5e-09,21.1288656038662,-0.323667226482901
5,2.5e-09,23.9563890462072,-0.0439109159565578
5,2.5e-08,18.6616136839388,0.448627165734086
5,2.5e-08,19.8862916105022,0.920555175446082
5,2.5e-08,25.6354428526332,0.406336278003394
5,2.5e-07,23.1834129137527,3.45624291974709
5,2.5e-07,23.7259649346922,3.93254380118629
5,2.5e-07,24.7886147859028,3.71306595108299
5,2.5e-06,19.1585802315516,4.74889143708616
5,2.5e-06,20.4094156893439,4.69255101212229
5,2.5e-06,22.0465781477705,4.80358846053257
5,2.5e-05,20.2063153965525,5.18999886452812
5,2.5e-05,22.9154646825824,5.11040041524391
5,2.5e-05,23.9310189212266,4.73876160302522
