t,epo_level,Compound_3_Obs,Compound_6_Obs
31,2.5e-09,21.4400209998623,0.4008189248394
31,2.5e-09,22.4425120023902,1.93751853869494
31,2.5e-09,23.3177559955436,1.43530553195299
31,2.5e-08,21.6364731580815,7.10044000143099
31,2.5e-08,21.7989799143634,6.12525608292799
31,2.5e-08,26.2505022468127,6.0710536363711
31,1.25e-07,21.8438482406729,14.5044005537393
31,1.25e-07,25.012274582941,14.5205800478373
31,1.25e-07,27.0619605641378,14.065445133436
31,2.5e-07,25.8404279957978,13.0795598373677
31,2.5e-07,26.4397672496389,12.8126574018959
31,2.5e-07,26.9859248621857,13.9850591976901
31,1.25e-06,21.0837163588735,14.2281176116143
31,1.25e-06,22.2764414299671,13.9329471797039
31,1.25e-06,24.9373618501006,12.749354237458
31,2.5e-06,21.4709333173818,14.7859913839683
31,2.5e-06,22.8346329309525,13.0209522179621
31,2.5e-06,23.8268205965906,17.1018161529412
