t,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_6_Obs
0,128.82041814449,-0.047411347476712,44.3005462804041,-1.14217234830917
5.5,NaN,NaN,4.98858165822029,NaN
10,102.828848739145,0.332857578121921,12.771621840223,5.77812524699974
20,NaN,0.536538539477591,10.2905541435343,9.35109410667923
25,103.24298952937,NaN,10.5258087719012,NaN
30,NaN,NaN,16.1451374266756,11.1159747529485
35,NaN,0.597420951182186,NaN,NaN
40,127.719815031518,NaN,18.1068818596985,10.2810070343374
45,NaN,0.665546121472037,NaN,NaN
50,NaN,NaN,22.9980398339843,NaN
55,109.798172320701,NaN,NaN,9.23103219639005
60,NaN,0.70448071187898,22.1045060738727,NaN
70,114.723800619571,NaN,NaN,8.65284494056867
75,NaN,0.746446258495656,33.3723009770704,NaN
85,NaN,NaN,NaN,5.59294619330143
90,125.738090396133,NaN,NaN,NaN
95,NaN,0.592761716892257,34.1896905457862,NaN
100,140.581525374633,0.627710513741801,33.5054279533335,4.97555451108962
150,133.244325409653,0.670274481675418,NaN,3.19997116016768
200,109.160678979468,0.64810881778434,NaN,1.86590002999013
