t,epo_level,Compound_4_Obs,Compound_5_Obs
170,2.5e-09,0.0445331055410038,33.2925381906303
170,2.5e-09,0.0584890250637912,34.9417305187952
170,2.5e-09,0.148090331755614,39.4758614531601
170,2.5e-08,0.15645811583096,36.5305915297469
170,2.5e-08,0.164786820490097,31.7858398939819
170,2.5e-08,0.187669769644745,35.9624535345802
170,1.25e-07,0.271250404712189,35.6829978340567
170,1.25e-07,0.276572886162169,36.1818022748534
170,1.25e-07,0.320120931548888,32.1201690545285
170,2.5e-07,0.372104684703453,32.2904581322081
170,2.5e-07,0.434611963015026,29.4262012292604
170,2.5e-07,0.461775778761678,35.6758878895974
170,2.5e-06,0.922504799172439,20.1906333530399
170,2.5e-06,0.92760929736151,26.0747031129613
170,2.5e-06,0.947525507971323,25.100249864988
