t,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_6_Obs
0,125.684801997807,0.0799131830657404,43.0170930867159,-0.283081290276665
6,NaN,NaN,9.13989906403594,NaN
10,120.93512095823,0.366869336498589,NaN,6.01950894869776
15,NaN,NaN,9.13075779604038,NaN
20,116.771731189533,0.472786710528823,16.0498709103822,10.909948812776
25,NaN,NaN,13.3944539587847,NaN
30,NaN,NaN,NaN,10.9924068667726
35,126.010159037876,0.677768775013746,19.3445407103033,NaN
45,114.214842828983,0.696913093484174,22.8054640314296,10.0533716800578
50,NaN,NaN,23.2448212299702,NaN
55,NaN,NaN,NaN,8.88421862190826
60,137.256193985348,0.614909041900384,NaN,NaN
65,NaN,NaN,23.6366169854792,NaN
70,NaN,NaN,NaN,8.34450077112497
75,NaN,NaN,27.234645619263,NaN
80,120.31238357137,0.726577997967671,NaN,NaN
85,NaN,NaN,NaN,5.52166201119126
90,NaN,NaN,31.871594460168,NaN
95,NaN,0.673979501273405,NaN,NaN
100,113.076511539032,0.64327339046929,33.4328707570404,4.58335085629393
150,114.262245635228,0.614797105523083,37.4710014111772,2.05653518855805
200,119.576469592486,0.662792422972903,NaN,2.20606743169226
