t,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_6_Obs
0,25.3938516106323,0.00424124272327918,43.5801534713159,0.272926524423933
5.5,NaN,NaN,4.20986949782296,NaN
10,21.422359607176,0.107628554612909,2.8892200197472,7.50183562394211
15,NaN,NaN,4.22874254061435,NaN
20,NaN,0.186818440575934,5.89939819125096,13.1863754425338
25,22.9429946900667,NaN,NaN,NaN
30,NaN,0.235005114713841,6.63997060820809,12.2025301646663
35,21.8108044474328,NaN,10.6509345213265,NaN
40,NaN,NaN,NaN,14.0158209263366
45,NaN,0.275444927190429,17.5585854668327,NaN
50,25.7082515015337,NaN,NaN,NaN
55,NaN,0.304958269315043,20.7285068288767,11.6513863927068
65,24.1376120589654,NaN,21.722372502244,NaN
70,NaN,0.334680617309993,NaN,10.822946352464
75,NaN,NaN,23.4246534164078,NaN
80,28.9323825351381,NaN,NaN,NaN
85,NaN,0.332618025721894,NaN,8.06846853488495
90,NaN,NaN,25.7970316845977,NaN
100,27.1021882957877,0.321704647278506,30.3505426178004,6.73660069224608
150,26.5560659030428,0.328351989885517,NaN,1.94629434133303
200,25.9427005461514,0.35646329841927,NaN,3.33554998155115
