t,Compound_1_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_6_Obs
0,0.0357093426754871,21.0131534170124,0.00619163912776991,37.525149806242,0.00671383775647346
6.5,NaN,25.0829423985645,NaN,NaN,NaN
10,0.658008415015236,NaN,NaN,NaN,NaN
15,NaN,16.736402203525,0.048987345284797,40.1791041130534,0.0420938152829503
20,NaN,25.4817812888695,NaN,NaN,NaN
25,0.370511666638551,NaN,NaN,NaN,0.174981267865736
30,NaN,26.0098152324227,0.0748802096189359,44.5137790799707,NaN
35,0.330862543934464,NaN,NaN,NaN,NaN
40,NaN,23.5987770299965,NaN,NaN,0.316754275601403
45,NaN,NaN,0.0938130077498851,40.7908806174742,NaN
50,0.262875466741679,24.2878359228037,NaN,NaN,NaN
55,NaN,NaN,NaN,NaN,0.395539286015693
60,NaN,NaN,0.101273635710155,40.7210275857267,NaN
65,0.25400954856976,21.3482916860027,NaN,NaN,NaN
70,NaN,NaN,NaN,NaN,0.422877073157627
80,0.216419575161778,NaN,0.114306341337078,44.442503285208,NaN
90,NaN,NaN,NaN,NaN,0.411623122631246
100,0.255439398456592,NaN,0.11140280921976,40.6751903758614,0.461123044025536
150,0.203147263624305,NaN,0.116407240067633,39.3746104504238,0.394946089978005
200,0.234447541075645,NaN,0.128065374015027,42.941039798734,0.402116164259598
250,NaN,NaN,0.130233770188716,40.7875618173067,0.365534901649312
300,NaN,NaN,NaN,40.1573531440852,0.391053642730812
