t,input_il6,Compound_2_Obs
98,0,5.19048336889564
98,0,10.0048921399919
98,0,10.0653415387637
98,0,10.8440800736094
98,0,45.6811342670577
98,0,68.0252712119335
98,0.0005,6.79495555477459
98,0.0005,8.19886283762406
98,0.0005,9.83778203902661
98,0.0005,28.2325144092183
98,0.0005,28.9920532061676
98,0.0005,44.7582141831247
98,0.005,9.36856766674586
98,0.005,10.0044011954664
98,0.005,12.8646107573331
98,0.005,14.5473540119403
98,0.005,16.9218121645774
98,0.005,17.0619637170339
98,0.005,31.8420450885156
98,0.005,33.617592558872
98,0.05,11.3018781898229
98,0.05,22.38672935868
98,0.1,4.61224841946504
98,0.1,10.3987173684324
98,0.1,15.3289667854953
98,0.1,15.4938282267432
98,0.1,32.1326262405798
98,0.1,112.266296947589
98,0.5,7.18205641684738
98,0.5,9.12168750241517
98,0.5,11.2223911089126
98,0.5,16.3419812216092
98,0.5,20.7081751703994
98,0.5,22.1711106150728
98,0.5,31.0499260414841
98,0.5,45.9492939719634
98,1,16.3800225007587
98,1,16.7708338354166
98,1,20.7221741295133
98,1,52.9886670030436
98,2.5,6.70592532993847
98,2.5,6.93781480525229
98,2.5,15.8765746035228
98,2.5,19.3748435808473
98,2.5,23.3692717095956
98,2.5,26.748591514594
98,2.5,35.0299930789218
98,2.5,74.2388468022128
98,5,6.5983600347964
98,5,10.2920108899975
98,5,12.5555802933952
98,5,13.7603925880581
98,5,14.7756477970129
98,5,18.2959046818465
98,5,26.105907725422
98,5,38.5585389771966
98,10,8.23733899149379
98,10,20.9791513460357
98,10,22.0496642782865
98,10,25.7275236057954
98,10,26.210964043275
98,10,35.4106166133859
98,25,13.4500336568247
98,25,18.1259076162731
98,50,16.5814043030496
98,50,22.7922656820231
98,50,24.1766523020122
98,50,36.703241989189
98,50,43.6906969269283
98,50,55.1756742765771
98,100,5.22603230225142
98,100,6.24950981001724
98,100,10.2249148207715
98,100,12.5300764722371
98,100,13.2188576324849
98,100,14.5989996319356
98,100,30.4122846485473
98,100,68.6569973966999
98,200,7.57050954314114
98,200,94.1818083956195
98,500,10.5180384003388
98,500,12.8334433479997
98,500,12.9453543643933
98,500,14.5015247691292
98,500,17.1045563583537
98,500,28.4687717139935
98,500,34.4710846253059
98,500,76.8922572576468
