t,input_il6,Compound_1_Obs
0,2.5,0.00400129187566387
0,2.5,0.00496714550014656
0,2.5,0.00760529153372565
0,2.5,0.00977613380588326
0,2.5,0.0147613419148823
0,10,0.00163055729971671
0,10,0.00404658325099421
0,10,0.00448513019121159
0,10,0.00628731427707394
0,10,0.0180858271796534
0,60,0.00271536943695265
0,60,0.00345077832101373
0,60,0.00584686505397505
0,60,0.00588852842984999
0,60,0.0112936678619523
0,120,0.000643681293944379
0,120,0.00277877763520373
0,120,0.00905644182492275
0,120,0.0115622144205781
0,120,0.0138549636963004
