t,input_il6,Compound_2_Obs
900,0.1,14.1520815705265
900,0.1,31.2068181823098
900,0.5,9.53698133525904
900,0.5,12.7389882104546
900,1,26.1386381519184
900,1,8.96126805420528
900,2.5,31.474211799263
900,2.5,16.5628395799665
900,5,49.6064791389377
900,5,41.969652794693
900,10,14.2695681921934
900,10,13.697139658717
900,25,24.032114533126
900,25,5.92155926515527
900,50,22.1339909792067
900,50,19.3105885264855
900,100,8.95665869064967
900,100,18.7629925355329
900,500,17.5475476050346
900,500,11.9251753314195
