t,Compound_1_Obs,Compound_4_Obs
0,0.00383309695745673,0.134010470367899
15,0.997603286696869,3.74771090291498
25,0.568726408430558,NaN
35,NaN,35.2759794050276
40,0.0955152660631356,NaN
50,NaN,2.30963512102547
60,0.00261745087009803,NaN
70,NaN,0.0232992700785859
80,0.00550027584637695,NaN
90,NaN,0.0801720333582539
100,0.0625794122159333,0.199433526377141
150,NaN,0.295662916745559
200,NaN,1.04546477684247
250,NaN,2.28771543896864
300,NaN,1.06582559000102
400,NaN,1.34542836072937
450,NaN,2.18725546348504
