t,input_il6,Compound_2_Obs
13,0.1,8.60249922255567
13,0.1,20.4076908817384
13,0.1,27.8103344036274
13,0.1,64.0983482683145
13,1,3.26129911489378
13,1,20.8843334234764
13,1,28.5146330372544
13,1,29.8864938342105
13,5,21.6612862652704
13,5,26.0117002105599
13,5,41.0027810985117
13,5,43.981433832895
13,10,15.609859784293
13,10,20.9850432420455
13,10,27.5394924160451
13,10,53.433520564124
13,50,19.5523366768595
13,50,39.4930761312954
13,50,49.3718454432828
13,50,101.379451602407
13,100,40.6513339091342
13,100,63.8073479775513
13,100,94.9156578642734
13,100,146.818180879629
13,500,10.0356198687589
13,500,17.1781068519603
13,500,31.2182377543699
13,500,75.39068455576
