t,input_il6,Compound_2_Obs
580,0.1,7.63457988138649
580,0.1,42.772232102968
580,0.5,15.596767192793
580,0.5,27.7849419775522
580,1,16.20726776843
580,1,16.4976480382941
580,2.5,13.3032743755602
580,2.5,17.5130530705815
580,5,19.3946116892398
580,5,44.2151283383004
580,10,11.748820518647
580,10,12.2263000553752
580,25,9.47436553809626
580,25,26.35305069179
580,50,10.7534791380576
580,50,27.3310987846158
580,100,6.88554611515629
580,100,14.0733241243084
580,500,6.43386207270852
580,500,25.8281760623847
