t,input_il6,Compound_2_Obs
2400,0.1,7.63990554751453
2400,0.1,34.1075919655517
2400,0.5,3.72881219126463
2400,0.5,14.1536075335686
2400,1,9.33778757432967
2400,1,17.0326377534895
2400,2.5,8.58463491104695
2400,2.5,36.1113349054993
2400,5,5.78316392576104
2400,5,19.9792847841249
2400,10,31.6970891810708
2400,10,63.8390686642836
2400,25,8.48029746913795
2400,25,25.0310490886215
2400,50,14.3153611324372
2400,50,29.16458816545
2400,100,6.15568873393862
2400,100,39.3045613143587
2400,500,18.2512861047742
2400,500,68.0255902713914
