observableId	observableName	observableFormula	observableTransformation	noiseFormula	noiseDistribution
CISnRNA3_Obs	CISnRNA3_Obs	CISnRNA3*scale1_CISnRNA3_Obs	lin	sd1_CISnRNA3_Obs	normal
Compound_1_Obs_1	Compound_1_Obs	scale1_Compound_1_Obs*(CISnRNA1 + SOCS3 + SOCS3nRNA1)	lin	sd1_Compound_1_Obs	normal
Compound_1_Obs_2	Compound_1_Obs	scale2_Compound_1_Obs*(CISnRNA1 + SOCS3 + SOCS3nRNA1)	lin	sd2_Compound_1_Obs	normal
SHP1Act_Obs	SHP1Act_Obs	SHP1Act*scale1_SHP1Act_Obs	lin	sd1_SHP1Act_Obs	normal
SOCS3nRNA2_Obs_1	SOCS3nRNA2_Obs	SOCS3nRNA2*scale1_SOCS3nRNA2_Obs	lin	sd1_SOCS3nRNA2_Obs	normal
SOCS3nRNA2_Obs_2	SOCS3nRNA2_Obs	SOCS3nRNA2*scale2_SOCS3nRNA2_Obs	lin	sd2_SOCS3nRNA2_Obs	normal
SOCS3nRNA2_Obs_3	SOCS3nRNA2_Obs	SOCS3nRNA2*scale3_SOCS3nRNA2_Obs	lin	sd3_SOCS3nRNA2_Obs	normal
SOCS3nRNA2_Obs_4	SOCS3nRNA2_Obs	SOCS3nRNA2*scale4_SOCS3nRNA2_Obs	lin	sd4_SOCS3nRNA2_Obs	normal
SOCS3nRNA2_Obs_5	SOCS3nRNA2_Obs	SOCS3nRNA2*scale5_SOCS3nRNA2_Obs	lin	sd5_SOCS3nRNA2_Obs	normal
SOCS3nRNA2_Obs_6	SOCS3nRNA2_Obs	SOCS3nRNA2*scale6_SOCS3nRNA2_Obs	lin	sd6_SOCS3nRNA2_Obs	normal
npSTAT5_Obs_1	npSTAT5_Obs	npSTAT5*scale1_npSTAT5_Obs	lin	sd1_npSTAT5_Obs	normal
npSTAT5_Obs_2	npSTAT5_Obs	npSTAT5*scale2_npSTAT5_Obs	lin	sd2_npSTAT5_Obs	normal
p1EpoRpJAK2_Obs_1	p1EpoRpJAK2_Obs	p1EpoRpJAK2*scale1_p1EpoRpJAK2_Obs	lin	sd1_p1EpoRpJAK2_Obs	normal
p1EpoRpJAK2_Obs_2	p1EpoRpJAK2_Obs	p1EpoRpJAK2*scale2_p1EpoRpJAK2_Obs	lin	sd2_p1EpoRpJAK2_Obs	normal
p1EpoRpJAK2_Obs_3	p1EpoRpJAK2_Obs	p1EpoRpJAK2*scale3_p1EpoRpJAK2_Obs	lin	sd3_p1EpoRpJAK2_Obs	normal
p1EpoRpJAK2_Obs_4	p1EpoRpJAK2_Obs	p1EpoRpJAK2*scale4_p1EpoRpJAK2_Obs	lin	sd4_p1EpoRpJAK2_Obs	normal
p1EpoRpJAK2_Obs_5	p1EpoRpJAK2_Obs	p1EpoRpJAK2*scale5_p1EpoRpJAK2_Obs	lin	sd5_p1EpoRpJAK2_Obs	normal
p1EpoRpJAK2_Obs_6	p1EpoRpJAK2_Obs	p1EpoRpJAK2*scale6_p1EpoRpJAK2_Obs	lin	sd6_p1EpoRpJAK2_Obs	normal
p1EpoRpJAK2_Obs_7	p1EpoRpJAK2_Obs	p1EpoRpJAK2*scale7_p1EpoRpJAK2_Obs	lin	sd7_p1EpoRpJAK2_Obs	normal
p1EpoRpJAK2_Obs_8	p1EpoRpJAK2_Obs	p1EpoRpJAK2*scale8_p1EpoRpJAK2_Obs	lin	sd8_p1EpoRpJAK2_Obs	normal
pSTAT5_Obs_1	pSTAT5_Obs	pSTAT5*scale1_pSTAT5_Obs	lin	sd1_pSTAT5_Obs	normal
pSTAT5_Obs_2	pSTAT5_Obs	pSTAT5*scale2_pSTAT5_Obs	lin	sd2_pSTAT5_Obs	normal
